condition,group,scale,anisotropy_level,shift_level,image_id,rgb,rot_err_deg,trans_err_mm,add_mm,reproj_official_px,flip_gt_90,flip_gt_120,flip_gt_150,flip_gt_170,J_gt_px,J_pred_px,delta_J_px,res_rms_px,res_meannorm_px,res_coherent_px,res_lambda_max,res_lambda_min,res_anisotropy,res_max_px,res_median_px,kp_err_median_px,flag_solver_divergence,flag_catastrophic_kp,flag_pnp_exception,in_clean18
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,20,color_00024.png,173.0786,1415.30,1418.0887,6369.2643,1,1,1,1,1.948456,1540.468349,-1538.519893,2.423470,1.948454,0.000000,5.522635,0.350571,15.7533,4.4047,1.5294,1.5294,1,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,21,color_00025.png,2.0655,64.86,64.8674,0.7943,0,0,0,0,2.172710,2.002471,0.170239,2.423470,2.172708,0.000000,4.771950,1.101257,4.3332,3.9689,2.0329,2.0329,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,22,color_00026.png,8.8850,50.31,50.4299,1.3363,0,0,0,0,2.240706,1.469110,0.771595,2.423470,2.240705,0.000000,4.673255,1.199951,3.8945,3.9611,2.2407,2.2407,0,0,0,0
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,23,color_00027.png,180.0000,2809.72,2811.0274,1.0494,1,1,1,1,2.162733,1.998745,0.163988,2.423470,2.162736,0.000000,4.574353,1.298853,3.5218,3.3745,2.4362,2.4362,0,0,0,0
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,24,color_00028.png,177.3350,1412.49,1414.9353,25447.0436,1,1,1,1,2.260627,1088.250813,-1085.990186,2.423470,2.260627,0.000000,4.644849,1.228358,3.7813,4.3032,1.9536,1.9536,1,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,25,color_00029.png,5.6069,13.75,13.9980,1.0153,0,0,0,0,2.249594,1.790158,0.459436,2.423470,2.249596,0.000000,3.456847,2.416359,1.4306,3.9838,2.0151,2.0151,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,26,color_00030.png,4.9995,14.24,14.4117,0.8093,0,0,0,0,2.049641,1.938743,0.110898,2.423470,2.049637,0.000000,4.994952,0.878254,5.6874,5.1671,1.7280,1.7280,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,27,color_00031.png,3.6247,40.97,41.0132,0.8004,0,0,0,0,2.158493,1.767330,0.391163,2.423470,2.158494,0.000000,5.272638,0.600568,8.7794,4.4088,1.6950,1.6950,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,28,color_00032.png,178.7675,2468.24,2469.5704,1.2122,1,1,1,1,2.236820,2.365693,-0.128873,2.423470,2.236819,0.000000,4.167965,1.705241,2.4442,3.9502,2.0243,2.0243,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,29,color_00033.png,3.3696,13.80,13.9020,0.6445,0,0,0,0,2.178639,1.940467,0.238172,2.423470,2.178641,0.000000,5.403090,0.470116,11.4931,4.0661,1.5292,1.5292,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,30,color_00034.png,180.0000,2636.23,2637.4762,0.9810,1,1,1,1,2.208978,2.204576,0.004402,2.423470,2.208981,0.000000,4.510492,1.362714,3.3099,4.2922,2.0968,2.0968,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,31,color_00035.png,6.6469,68.61,68.6671,1.3771,0,0,0,0,2.105376,0.991039,1.114337,2.423470,2.105375,0.000000,3.723932,2.149275,1.7326,3.6544,1.8190,1.8190,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,32,color_00036.png,179.0745,2476.03,2477.3430,1.2227,1,1,1,1,2.244894,1.932567,0.312326,2.423470,2.244893,0.000000,3.380369,2.492837,1.3560,3.8303,2.3408,2.3408,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,33,color_00037.png,4.6843,69.37,69.4102,1.2611,0,0,0,0,2.176022,1.416184,0.759838,2.423470,2.176023,0.000000,5.151819,0.721387,7.1415,4.3530,2.3123,2.3123,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,34,color_00038.png,180.0000,2399.36,2400.5839,0.8031,1,1,1,1,2.130355,2.047390,0.082965,2.423470,2.130352,0.000000,4.123183,1.750023,2.3561,3.9954,1.8859,1.8859,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,35,color_00039.png,180.0000,2358.25,2359.5105,1.3423,1,1,1,1,1.896303,1.478743,0.417560,2.423470,1.896305,0.000000,5.368765,0.504441,10.6430,5.1941,1.2192,1.2192,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,36,color_00040.png,177.8730,2465.57,2466.7896,1.2501,1,1,1,1,2.160371,2.414149,-0.253778,2.423470,2.160366,0.000000,3.444279,2.428928,1.4180,4.3944,2.0440,2.0440,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,37,color_00041.png,4.9616,57.81,57.8728,1.0618,0,0,0,0,2.128537,1.597065,0.531472,2.423470,2.128539,0.000000,5.354871,0.518335,10.3309,4.0388,2.1662,2.1662,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,38,color_00042.png,179.5327,2587.52,2588.7309,0.7237,1,1,1,1,1.907793,1.717812,0.189981,2.423470,1.907796,0.000000,4.920620,0.952586,5.1655,5.2114,1.2383,1.2383,0,0,0,1
D1G_S10_NS,mechanism,1,D1_LIKE,ZERO,39,color_00043.png,180.0000,2550.54,2551.7865,0.9057,1,1,1,1,2.235994,2.185212,0.050782,2.423470,2.235996,0.000000,4.781076,1.092130,4.3778,4.3461,2.1391,2.1391,0,0,0,1
