condition,group,sigma,image_id,rgb,rot_err_deg,trans_err_mm,add_mm,reproj_official_px,flip_gt_90,flip_gt_120,flip_gt_150,flip_gt_170,J_gt_px,J_pred_px,delta_J_px,res_rms_px,res_meannorm_px,res_coherent_px,res_median_px,res_p90_px,kp_err_median_px,flag_solver_divergence,flag_catastrophic_kp,flag_pnp_exception,in_clean18
SIG_S250,synthetic,2.5,32,color_00036.png,178.8338,2457.16,2458.4624,2.0798,1,1,1,1,3.862192,2.758732,1.103461,4.283699,3.862191,0.508275,3.6236,5.6295,3.6236,0,0,0,1
SIG_S250,synthetic,2.5,33,color_00037.png,7.9754,130.47,130.5289,2.4557,0,0,0,0,4.221430,2.835674,1.385757,4.728408,4.221431,1.051833,4.3115,6.8166,4.3115,0,0,0,1
SIG_S250,synthetic,2.5,34,color_00038.png,180.0000,2391.09,2392.3194,1.2567,1,1,1,1,2.989489,2.763033,0.226456,3.298916,2.989486,1.028683,2.8016,4.5252,2.8016,0,0,0,1
SIG_S250,synthetic,2.5,35,color_00039.png,180.0000,2341.63,2342.9103,2.1757,1,1,1,1,3.805383,2.970184,0.835199,4.387677,3.805385,1.187555,3.6669,7.3496,3.6669,0,0,0,1
SIG_S250,synthetic,2.5,36,color_00040.png,175.6667,2453.42,2454.6488,2.0805,1,1,1,1,3.414493,3.279665,0.134828,4.209073,3.414489,0.605353,2.7792,5.6093,2.7792,0,0,0,1
SIG_S250,synthetic,2.5,37,color_00041.png,5.0091,61.18,61.2409,1.1253,0,0,0,0,2.247388,1.643926,0.603462,2.425715,2.247391,0.441053,2.1375,3.1123,2.1375,0,0,0,1
SIG_S250,synthetic,2.5,38,color_00042.png,180.0000,2588.33,2589.5438,2.0149,1,1,1,1,2.445754,1.724174,0.721580,2.778668,2.445754,1.745456,2.4103,4.1150,2.4103,0,0,0,1
SIG_S250,synthetic,2.5,39,color_00043.png,179.4176,2565.67,2566.9105,1.0951,1,1,1,1,3.233210,3.080572,0.152638,3.635098,3.233212,0.905916,3.6162,4.8723,3.6162,0,0,0,1
SIG_S300,synthetic,3,20,color_00024.png,178.0693,2728.47,2729.9012,1.6913,1,1,1,1,3.190607,2.624257,0.566349,3.727546,3.190603,1.363590,1.9469,5.2691,1.9469,0,0,0,1
SIG_S300,synthetic,3,21,color_00025.png,180.0000,2772.36,2773.7172,1.2171,1,1,1,1,2.618740,2.290134,0.328606,2.782956,2.618740,1.092182,2.7250,3.6656,2.7250,0,0,0,1
SIG_S300,synthetic,3,22,color_00026.png,176.5999,2697.83,2699.1514,3.0915,1,1,1,1,4.293051,3.080098,1.212953,4.766479,4.293051,2.440157,4.6687,6.8192,4.6687,0,0,0,0
SIG_S300,synthetic,3,23,color_00027.png,179.0201,2781.70,2783.0009,1.7686,1,1,1,1,4.012638,3.503570,0.509067,4.394090,4.012642,0.838205,4.0428,6.3238,4.0428,0,0,0,0
SIG_S300,synthetic,3,24,color_00028.png,177.0244,1412.86,1415.2878,5705.4367,1,1,1,1,4.362164,1087.316405,-1082.954241,4.583950,4.362164,0.981729,4.2571,6.1573,4.2571,1,0,0,1
SIG_S300,synthetic,3,25,color_00029.png,9.2174,30.54,30.8582,1.8077,0,0,0,0,3.584802,2.548813,1.035989,3.775843,3.584803,0.479404,3.2606,5.0049,3.2606,0,0,0,1
SIG_S300,synthetic,3,26,color_00030.png,7.1868,41.32,41.4400,1.2591,0,0,0,0,3.505803,3.325137,0.180666,3.907172,3.505800,0.304832,3.4634,5.1996,3.4634,0,0,0,1
SIG_S300,synthetic,3,27,color_00031.png,4.9786,66.01,66.0707,2.3613,0,0,0,0,3.888931,2.856337,1.032594,4.309361,3.888934,1.947173,3.5290,5.9519,3.5290,0,0,0,1
SIG_S300,synthetic,3,28,color_00032.png,178.5271,2465.10,2466.4323,2.3788,1,1,1,1,3.365383,3.339669,0.025714,4.069637,3.365382,1.888511,2.9737,6.1766,2.9737,0,0,0,1
SIG_S300,synthetic,3,29,color_00033.png,5.8323,29.01,29.1538,1.2772,0,0,0,0,4.069499,3.514586,0.554913,4.354688,4.069501,0.739126,4.4688,5.6953,4.4688,0,0,0,1
SIG_S300,synthetic,3,30,color_00034.png,180.0000,2681.21,2682.4321,1.7377,1,1,1,1,3.651416,3.457512,0.193904,3.994271,3.651419,0.859641,3.2640,5.4078,3.2640,0,0,0,1
SIG_S300,synthetic,3,31,color_00035.png,9.3033,94.07,94.1423,2.4965,0,0,0,0,3.668847,1.661411,2.007436,3.982322,3.668844,1.624361,2.9339,5.6200,2.9339,0,0,0,1
SIG_S300,synthetic,3,32,color_00036.png,178.6090,2446.40,2447.7059,2.4806,1,1,1,1,4.634631,3.248797,1.385834,5.140438,4.634629,0.609930,4.3483,6.7554,4.3483,0,0,0,1
SIG_S300,synthetic,3,33,color_00037.png,9.3983,154.72,154.7881,2.9479,0,0,0,0,5.065716,3.402642,1.663074,5.674090,5.065717,1.262199,5.1738,8.1799,5.1738,0,0,0,1
SIG_S300,synthetic,3,34,color_00038.png,180.0000,2389.25,2390.4811,1.4322,1,1,1,1,3.587386,3.284781,0.302605,3.958700,3.587384,1.234419,3.3619,5.4302,3.3619,0,0,0,1
SIG_S300,synthetic,3,35,color_00039.png,180.0000,2327.74,2329.0278,2.5181,1,1,1,1,4.566460,3.599264,0.967196,5.265212,4.566462,1.425066,4.4003,8.8195,4.4003,0,0,0,1
SIG_S300,synthetic,3,36,color_00040.png,174.7021,2456.11,2457.3439,2.4402,1,1,1,1,4.097391,3.781893,0.315498,5.050888,4.097387,0.726423,3.3351,6.7311,3.3351,0,0,0,1
SIG_S300,synthetic,3,37,color_00041.png,6.0078,73.60,73.6720,1.3594,0,0,0,0,2.696866,1.964622,0.732244,2.910858,2.696869,0.529263,2.5650,3.7348,2.5650,0,0,0,1
SIG_S300,synthetic,3,38,color_00042.png,179.7688,2587.40,2588.6098,2.3490,1,1,1,1,2.934905,1.996815,0.938089,3.334402,2.934905,2.094547,2.8924,4.9381,2.8924,0,0,0,1
SIG_S300,synthetic,3,39,color_00043.png,179.2271,2563.03,2564.2760,1.3139,1,1,1,1,3.879852,3.659913,0.219940,4.362118,3.879855,1.087099,4.3395,5.8467,4.3395,0,0,0,1
SIG_S400,synthetic,4,20,color_00024.png,177.4401,2704.00,2705.4349,2.2594,1,1,1,1,4.254141,3.498100,0.756042,4.970062,4.254137,1.818119,2.5958,7.0255,2.5958,0,0,0,1
SIG_S400,synthetic,4,21,color_00025.png,180.0000,2754.88,2756.2454,1.6238,1,1,1,1,3.491654,2.962244,0.529409,3.710608,3.491653,1.456242,3.6334,4.8875,3.6334,0,0,0,1
SIG_S400,synthetic,4,22,color_00026.png,175.4027,2660.41,2661.7255,4.1434,1,1,1,1,5.724068,3.961664,1.762404,6.355306,5.724068,3.253542,6.2249,9.0922,6.2249,0,0,0,0
SIG_S400,synthetic,4,23,color_00027.png,178.3804,2771.85,2773.1391,2.4017,1,1,1,1,5.350185,4.591742,0.758443,5.858787,5.350189,1.117607,5.3904,8.4317,5.3904,0,0,0,0
SIG_S400,synthetic,4,24,color_00028.png,173.2362,1387.44,1390.1449,6488.3647,1,1,1,1,5.816219,1535.773572,-1529.957354,6.111933,5.816219,1.308972,5.6761,8.2097,5.6761,1,0,0,1
SIG_S400,synthetic,4,25,color_00029.png,12.0329,46.03,46.3752,2.3851,0,0,0,0,4.779736,3.410119,1.369617,5.034458,4.779737,0.639205,4.3474,6.6733,4.3474,0,0,0,1
SIG_S400,synthetic,4,26,color_00030.png,9.6837,57.62,57.7728,1.7116,0,0,0,0,4.674403,4.426982,0.247420,5.209563,4.674399,0.406442,4.6178,6.9328,4.6178,0,0,0,1
SIG_S400,synthetic,4,27,color_00031.png,6.5075,87.52,87.6045,3.1447,0,0,0,0,5.185243,3.805656,1.379587,5.745814,5.185245,2.596231,4.7053,7.9359,4.7053,0,0,0,1
SIG_S400,synthetic,4,28,color_00032.png,178.0391,2448.16,2449.5059,3.0309,1,1,1,1,4.487177,4.256273,0.230904,5.426183,4.487176,2.518014,3.9650,8.2355,3.9650,0,0,0,1
SIG_S400,synthetic,4,29,color_00033.png,7.5628,38.93,39.1072,1.6773,0,0,0,0,5.425999,4.696232,0.729767,5.806251,5.426002,0.985501,5.9584,7.5938,5.9584,0,0,0,1
SIG_S400,synthetic,4,30,color_00034.png,169.5410,1301.55,1304.0587,6498.9440,1,1,1,0,4.868556,1753.173181,-1748.304625,5.325695,4.868559,1.146189,4.3520,7.2104,4.3520,1,0,0,1
SIG_S400,synthetic,4,31,color_00035.png,12.2704,126.01,126.1023,3.3423,0,0,0,0,4.891796,2.216823,2.674973,5.309763,4.891792,2.165814,3.9118,7.4933,3.9118,0,0,0,1
SIG_S400,synthetic,4,32,color_00036.png,178.1850,2424.85,2426.1511,3.2861,1,1,1,1,6.179507,4.249853,1.929654,6.853918,6.179506,0.813240,5.7977,9.0072,5.7977,0,0,0,1
SIG_S400,synthetic,4,33,color_00037.png,12.0632,201.20,201.2946,3.9317,0,0,0,0,6.754289,4.537029,2.217260,7.565453,6.754290,1.682932,6.8984,10.9065,6.8984,0,0,0,1
SIG_S400,synthetic,4,34,color_00038.png,179.5246,2385.57,2386.7956,1.8100,1,1,1,1,4.783181,4.361956,0.421224,5.278266,4.783178,1.645892,4.4825,7.2403,4.4825,0,0,0,1
SIG_S400,synthetic,4,35,color_00039.png,180.0000,2300.22,2301.5340,3.2084,1,1,1,1,6.088614,4.877920,1.210694,7.020283,6.088616,1.900088,5.8671,11.7594,5.8671,0,0,0,1
SIG_S400,synthetic,4,36,color_00040.png,172.7111,2459.31,2460.5550,3.1826,1,1,1,1,5.463187,4.801091,0.662096,6.734517,5.463183,0.968564,4.4467,8.9749,4.4467,0,0,0,1
SIG_S400,synthetic,4,37,color_00041.png,7.9604,98.44,98.5363,1.8351,0,0,0,0,3.595823,2.598943,0.996880,3.881145,3.595825,0.705684,3.4199,4.9797,3.4199,0,0,0,1
SIG_S400,synthetic,4,38,color_00042.png,179.4505,2585.52,2586.7311,3.0263,1,1,1,1,3.913206,2.618342,1.294864,4.445870,3.913206,2.792729,3.8565,6.5841,3.8565,0,0,0,1
SIG_S400,synthetic,4,39,color_00043.png,178.8712,2556.87,2558.1202,1.7900,1,1,1,1,5.173137,4.860155,0.312983,5.816157,5.173140,1.449465,5.7860,7.7956,5.7860,0,0,0,1
